,name,score
1324,qualcomm adreno x1 45,1834
1325,qualcomm adreno x1 85,2979
1326,qxl kmdod,18
1327,radeon 2100,59
1328,radeon 3000,98
1329,radeon 3015e,370
1330,radeon 3020e,480
1331,radeon 3100,73
1332,radeon 520,869
1333,radeon 530,1031
1334,radeon 535,1074
1335,radeon 535dx,773
1336,radeon 540,1410
1337,radeon 540x,1498
1338,radeon 550,2123
1339,radeon 550x,1419
1340,radeon 610m,1103
1341,radeon 610m ryzen 9 7845hx,11463
1342,radeon 610m ryzen 9 7940hx,1560
1343,radeon 610m ryzen 9 7945hx,1621
1344,radeon 610m ryzen 9 7945hx3d,1657
1345,radeon 620,944
1346,radeon 625,1073
1347,radeon 630,1558
1348,radeon 6600m,532
1349,radeon 660m,3280
1350,radeon 660m ryzen 3 7335u,2248
1351,radeon 660m ryzen 5 6600h,4461
1352,radeon 660m ryzen 5 7535hs,2974
1353,radeon 6750m,911
1354,radeon 680m,4593
1355,radeon 680m ryzen 7 7735hs,4331
1356,radeon 680m ryzen 9 6900hx,5613
1357,radeon 7000 radeon ve,2
1358,radeon 7000 radeon ve family,3
1359,radeon 7200,2
1360,radeon 740m,3172
1361,radeon 7500,3
1362,radeon 7500 family,4
1363,radeon 760m,5536
1364,radeon 780m,6959
1365,radeon 8050s,15773
1366,radeon 8060s,17677
1367,radeon 840m,3908
1368,radeon 8500 family,6
1369,radeon 860m,4810
1370,radeon 880m,7681
1371,radeon 890m,8315
1372,radeon 9000,4
1373,radeon 9000 family,3
1374,radeon 9100 family,6
1375,radeon 9100 igp,5
1376,radeon 9200,3
1377,radeon 9200 le family,2
1378,radeon 9200 pro family,2
1379,radeon 9200 se,2
1380,radeon 9250,2
1381,radeon 9500,36
1382,radeon 9500 pro 9700,41
1383,radeon 9550,34
1384,radeon 9550 x1050,29
1385,radeon 9600 family,25
1386,radeon 9600 pro,42
1387,radeon 9600 pro family,26
1388,radeon 9600 tx family,18
1389,radeon 9600 xt,35
1390,radeon 9600se,27
1391,radeon 9700 pro,53
1392,radeon 9700 tx w tv out,44
1393,radeon 9800,57
1394,radeon 9800 pro,59
1395,radeon 9800 se,23
1396,radeon 9800 xt,56
1397,radeon a9800xt,22
1398,radeon athlon gold 3150u,774
1399,radeon athlon gold pro 4150ge,1573
1400,radeon athlon pro 3045b,563
1401,radeon athlon silver 3050u,671
1402,radeon e2400,51
1403,radeon e4690,405
1404,radeon e6460,323
1405,radeon e6465,231
1406,radeon e6760,876
1407,radeon e8860,1686
1408,radeon e8870pcie,3368
1409,radeon eng sample 100 000000098 40 39 27 y,1743
1410,radeon eng sample 100 000000144 40 38 38 y,1659
1411,radeon eng sample 100 000000146 20 37 30 y,2123
1412,radeon eng sample 100 000000151 40 38 33 y,1367
1413,radeon eng sample 100 000000252 50 y,2411
1414,radeon epyc 4124p 4 core,1322
1415,radeon epyc 4244p 6 core,1424
1416,radeon epyc 4344p 8 core,1634
1417,radeon epyc 4364p 8 core,1002
1418,radeon epyc 4464p 12 core,1331
1419,radeon epyc 4484px 12 core,1619
1420,radeon epyc 4564p 16 core,1374
1421,radeon epyc 4584px 16 core,1661
1422,radeon hd 2350,76
1423,radeon hd 2400,120
1424,radeon hd 2400 pci,14
1425,radeon hd 2400 pro,114
1426,radeon hd 2400 xt,118
1427,radeon hd 2600 pro,211
1428,radeon hd 2600 pro agp,110
1429,radeon hd 2600 xt,282
1430,radeon hd 2900 gt,292
1431,radeon hd 2900 pro,627
1432,radeon hd 2900 xt,659
1433,radeon hd 3000,95
1434,radeon hd 3200,82
1435,radeon hd 3300,126
1436,radeon hd 3450,182
1437,radeon hd 3470,117
1438,radeon hd 3650 agp,150
1439,radeon hd 3670,168
1440,radeon hd 3850,401
1441,radeon hd 3850 agp,432
1442,radeon hd 3850 x2,822
1443,radeon hd 3870,551
1444,radeon hd 3870 x2,586
1445,radeon hd 4200,111
1446,radeon hd 4250,122
1447,radeon hd 4270,109
1448,radeon hd 4290,140
1449,radeon hd 4300 4500 serisi,155
1450,radeon hd 4330,134
1451,radeon hd 4350,161
1452,radeon hd 4550,235
1453,radeon hd 4650,248
1454,radeon hd 4650 agp,207
1455,radeon hd 4670,381
1456,radeon hd 4770,908
1457,radeon hd 4810,774
1458,radeon hd 4830,844
1459,radeon hd 4850,945
1460,radeon hd 4850 x2,1132
1461,radeon hd 4870,1386
1462,radeon hd 4870 x2,1309
1463,radeon hd 4890,1543
1464,radeon hd 5450,136
1465,radeon hd 5470,268
1466,radeon hd 5550,376
1467,radeon hd 5570,478
1468,radeon hd 5600 5700,615
1469,radeon hd 5670,801
1470,radeon hd 5750,1169
1471,radeon hd 5770,1346
1472,radeon hd 5830,1732
1473,radeon hd 5850,1968
1474,radeon hd 5870,2189
1475,radeon hd 5970,2275
1476,radeon hd 6230,179
1477,radeon hd 6250,93
1478,radeon hd 6290,104
1479,radeon hd 6290m,140
1480,radeon hd 6300m,144
1481,radeon hd 6310,122
1482,radeon hd 6320,147
1483,radeon hd 6320 graphic,216
1484,radeon hd 6320m,198
1485,radeon hd 6350,140
1486,radeon hd 6370d,255
1487,radeon hd 6370m,275
1488,radeon hd 6380g,200
1489,radeon hd 6410d,236
1490,radeon hd 6430m,192
1491,radeon hd 6450,198
1492,radeon hd 6450 8470d dual,762
1493,radeon hd 6450a,260
1494,radeon hd 6470m,225
1495,radeon hd 6480g,256
1496,radeon hd 6480m,353
1497,radeon hd 6490m,377
1498,radeon hd 6520g,299
1499,radeon hd 6530d,337
1500,radeon hd 6550a,707
1501,radeon hd 6550d,400
1502,radeon hd 6570,559
1503,radeon hd 6610m,565
1504,radeon hd 6620g,341
1505,radeon hd 6630m,684
1506,radeon hd 6650a,835
1507,radeon hd 6650m,762
1508,radeon hd 6670,727
1509,radeon hd 6670 6670 dual,646
1510,radeon hd 6670 7660d dual,1492
1511,radeon hd 6670 7670,945
1512,radeon hd 6700m,1016
1513,radeon hd 6750,1048
1514,radeon hd 6750m,937
1515,radeon hd 6770,1263
1516,radeon hd 6770m,964
1517,radeon hd 6790,1545
1518,radeon hd 6800m,766
1519,radeon hd 6850,1946
1520,radeon hd 6850 x2,2534
1521,radeon hd 6870,2205
1522,radeon hd 6900m,1701
1523,radeon hd 6950,2590
1524,radeon hd 6970,2842
1525,radeon hd 6970m,2270
1526,radeon hd 6990,3013
1527,radeon hd 7290,111
1528,radeon hd 7290m,123
1529,radeon hd 7310,128
1530,radeon hd 7310 carte graphique,174
1531,radeon hd 7310g,180
1532,radeon hd 7310m,166
1533,radeon hd 7340,153
1534,radeon hd 7340g,196
1535,radeon hd 7340m,221
1536,radeon hd 7350,165
1537,radeon hd 7400g,267
1538,radeon hd 7420g,305
1539,radeon hd 7450,223
1540,radeon hd 7450a,288
1541,radeon hd 7450m,329
1542,radeon hd 7470,289
1543,radeon hd 7470m,407
1544,radeon hd 7480d,281
1545,radeon hd 7500g,310
1546,radeon hd 7500g 7500m 7600m dual,616
1547,radeon hd 7500g 7550m dual,497
1548,radeon hd 7500g hd 7500m 7600m dual,355
1549,radeon hd 7520g,314
1550,radeon hd 7520g 7400m dual,486
1551,radeon hd 7520g 7470m dual,542
1552,radeon hd 7520g 7500 7600 dual,582
1553,radeon hd 7520g 7600m dual,591
1554,radeon hd 7520g 7610m dual,588
1555,radeon hd 7520g 7650m dual,453
1556,radeon hd 7520g 7670m dual,523
1557,radeon hd 7520g 7700m dual,1060
1558,radeon hd 7520g 8600 8700m dual,311
1559,radeon hd 7520g 8750m dual,376
1560,radeon hd 7520g hd 7400m dual,544
1561,radeon hd 7520g hd 7500 7600 dual,832
1562,radeon hd 7520g hd 7600m dual,447
1563,radeon hd 7520g hd 7670m dual,495
1564,radeon hd 7520g hd 7700m dual,574
1565,radeon hd 7520g hd 8600 8700m dual,623
1566,radeon hd 7520g hd 8750m dual,651
1567,radeon hd 7520g n hd 7520g hd 7500 7600 7500 760,574
1568,radeon hd 7520g n hd 7520g hd 7600m n hd 7600m d,364
1569,radeon hd 7540d,333
1570,radeon hd 7540d 6570 dual,719
1571,radeon hd 7540d 7500 dual,821
1572,radeon hd 7540d hd 6450 dual,643
1573,radeon hd 7550m,464
1574,radeon hd 7550m 7650m,728
1575,radeon hd 7560d,451
1576,radeon hd 7560d 6450 dual,568
1577,radeon hd 7560d 6570 dual,833
1578,radeon hd 7560d 6670 dual,1130
1579,radeon hd 7560d 7560d dual,982
1580,radeon hd 7560d 7570 dual,985
1581,radeon hd 7560d 7670 dual,1426
1582,radeon hd 7560d 7700 dual,1919
1583,radeon hd 7560d hd 6570 dual,1237
1584,radeon hd 7560d hd 6670 dual,1554
1585,radeon hd 7560d hd 7000 dual,534
1586,radeon hd 7560d hd 7600 dual,1258
1587,radeon hd 7560d hd 7670 dual,1380
1588,radeon hd 7560d hd 7700 dual,1346
1589,radeon hd 7560d hd 8570 dual,935
1590,radeon hd 7560d r5 235 dual,563
1591,radeon hd 7570,614
1592,radeon hd 7570m,427
1593,radeon hd 7570m hd 7670m,699
1594,radeon hd 7580d,350
1595,radeon hd 7600g,332
1596,radeon hd 7600g 6400m dual,376
1597,radeon hd 7600g 7450m dual,389
1598,radeon hd 7600g 7500m 7600m dual,405
1599,radeon hd 7600g 7550m dual,423
1600,radeon hd 7600g 8500m 8700m dual,333
1601,radeon hd 7600g hd 7400m dual,328
1602,radeon hd 7600g hd 7500m 7600m dual,476
1603,radeon hd 7600g hd 7550m dual,509
1604,radeon hd 7600g hd 8670m dual,543
1605,radeon hd 7600g hd dual,435
1606,radeon hd 7600g n hd 7600g hd on hd dual,526
1607,radeon hd 7600m 7600m dual,773
1608,radeon hd 7610m,632
1609,radeon hd 7620g,364
1610,radeon hd 7620g 8600m dual,508
1611,radeon hd 7620g 8670m dual,577
1612,radeon hd 7620g hd 8600m dual,442
1613,radeon hd 7620g hd 8670m dual,507
1614,radeon hd 7620g n hd 7620g hd 8600m n hd 8600m d,451
1615,radeon hd 7640g,456
1616,radeon hd 7640g 6400m dual,526
1617,radeon hd 7640g 7400m dual,637
1618,radeon hd 7640g 7450m dual,754
1619,radeon hd 7640g 7470m dual,595
1620,radeon hd 7640g 7500 7600 dual,627
1621,radeon hd 7640g 7500m 7600m dual,775
1622,radeon hd 7640g 7600m dual,705
1623,radeon hd 7640g 7610m dual,510
1624,radeon hd 7640g 7650m dual,747
1625,radeon hd 7640g 7670m dual,644
1626,radeon hd 7640g 7690m dual,945
1627,radeon hd 7640g 7700m dual,690
1628,radeon hd 7640g 8500m dual,585
1629,radeon hd 7640g 8570m dual,558
1630,radeon hd 7640g 8600 8700m dual,688
1631,radeon hd 7640g 8600m dual,249
1632,radeon hd 7640g 8670m dual,558
1633,radeon hd 7640g 8750m dual,654
1634,radeon hd 7640g hd 7400m dual,576
1635,radeon hd 7640g hd 7500 7600 dual,423
1636,radeon hd 7640g hd 7600m dual,704
1637,radeon hd 7640g hd 7600m n hd 7600m dual,406
1638,radeon hd 7640g hd 7670m dual,518
1639,radeon hd 7640g hd 7700m dual,589
1640,radeon hd 7640g hd 7700m n hd 7700m dual,630
1641,radeon hd 7640g hd 8500m dual,607
1642,radeon hd 7640g hd 8500m n hd 8500m dual,665
1643,radeon hd 7640g hd 8570m dual,474
1644,radeon hd 7640g hd 8600 8700m dual,586
1645,radeon hd 7640g hd 8670m dual,677
1646,radeon hd 7640g hd 8750m dual,996
1647,radeon hd 7640g r5 m200 dual,559
1648,radeon hd 7640g n hd 7640g hd 7600m n hd 7600m d,824
1649,radeon hd 7640g n hd 7640g hd 7670m dual,679
1650,radeon hd 7640g n hd 7640g hd 8570m dual,422
1651,radeon hd 7650a,566
1652,radeon hd 7650m,436
1653,radeon hd 7660d,510
1654,radeon hd 7660d 6570 dual,1100
1655,radeon hd 7660d 6670 dual,1238
1656,radeon hd 7660d 7470 dual,465
1657,radeon hd 7660d 7500 dual,1121
1658,radeon hd 7660d 7540d dual,1204
1659,radeon hd 7660d 7670 dual,1061
1660,radeon hd 7660d hd 6670 dual,1484
1661,radeon hd 7660d hd 7000 dual,633
1662,radeon hd 7660d hd 7400 dual,339
1663,radeon hd 7660d hd 7700 dual,1958
1664,radeon hd 7660d r5 235 dual,523
1665,radeon hd 7660d r7 240 dual,941
1666,radeon hd 7660g,482
1667,radeon hd 7660g 7400m dual,588
1668,radeon hd 7660g 7470m dual,630
1669,radeon hd 7660g 7600m dual,831
1670,radeon hd 7660g 7610m dual,745
1671,radeon hd 7660g 7670m dual,743
1672,radeon hd 7660g 7700m dual,757
1673,radeon hd 7660g 7730m dual,931
1674,radeon hd 7660g 8600m dual,445
1675,radeon hd 7660g 8670m dual,587
1676,radeon hd 7660g hd 7500 7600 7500 7600 dual,1002
1677,radeon hd 7660g hd 7500 7600 dual,760
1678,radeon hd 7660g hd 7500m 7600m dual,999
1679,radeon hd 7660g hd 7600m dual,568
1680,radeon hd 7660g hd 7600m n hd 7600m dual,460
1681,radeon hd 7660g hd 7670m dual,706
1682,radeon hd 7660g hd 7700m dual,777
1683,radeon hd 7660g hd 7730m dual,881
1684,radeon hd 7660g hd 8500m dual,758
1685,radeon hd 7660g hd 8600 8700m dual,747
1686,radeon hd 7660g hd 8600m dual,363
1687,radeon hd 7660g hd 8670m dual,711
1688,radeon hd 7660g n hd 7660g hd 7600m n hd 7600m d,722
1689,radeon hd 7660g n hd 7660g hd 7670m dual,704
1690,radeon hd 7660g n hd 7660g hd 7700m n hd 7700m d,966
1691,radeon hd 7670,817
1692,radeon hd 7670a,1050
1693,radeon hd 7670m,473
1694,radeon hd 7670m 7670m dual,738
1695,radeon hd 7690m,847
1696,radeon hd 7690m xt,1009
1697,radeon hd 7700 serie,1899
1698,radeon hd 7730,1188
1699,radeon hd 7730m,780
1700,radeon hd 7750,1699
1701,radeon hd 7750m,1191
1702,radeon hd 7770,2174
1703,radeon hd 7790,3090
1704,radeon hd 7800 serie,4029
1705,radeon hd 7850,3888
1706,radeon hd 7850m,1372
1707,radeon hd 7870,4598
1708,radeon hd 7870 xt,4469
1709,radeon hd 7870m,1507
1710,radeon hd 7950 r9 280,4764
1711,radeon hd 7970 r9 280x,5247
1712,radeon hd 7970m,3591
1713,radeon hd 7990,5565
1714,radeon hd 8180,134
1715,radeon hd 8210,195
1716,radeon hd 8210e,193
1717,radeon hd 8240,246
1718,radeon hd 8250,212
1719,radeon hd 8280,260
1720,radeon hd 8280e,256
1721,radeon hd 8280g,269
1722,radeon hd 8310e,340
1723,radeon hd 8330,270
1724,radeon hd 8330e,262
1725,radeon hd 8350,162
1726,radeon hd 8350g,258
1727,radeon hd 8370d,316
1728,radeon hd 8400,272
1729,radeon hd 8400e,275
1730,radeon hd 8410g,435
1731,radeon hd 8450g,333
1732,radeon hd 8450g 8600 8700m dual,1070
1733,radeon hd 8450g 8600m dual,545
1734,radeon hd 8450g 8670m dual,474
1735,radeon hd 8450g 8750m dual,637
1736,radeon hd 8450g hd 8600m dual,452
1737,radeon hd 8450g hd 8670m dual,477
1738,radeon hd 8450g hd 8750m dual,503
1739,radeon hd 8450g r5 m230 dual,578
1740,radeon hd 8470,247
1741,radeon hd 8470d,376
1742,radeon hd 8470d 6450 dual,717
1743,radeon hd 8470d 6570 dual,837
1744,radeon hd 8470d hd 6450 dual,862
1745,radeon hd 8470d hd 6670 dual,1435
1746,radeon hd 8470d hd 7500 dual,1545
1747,radeon hd 8490,263
1748,radeon hd 8500m,441
1749,radeon hd 8500m 8700m,852
1750,radeon hd 8510g,372
1751,radeon hd 8510g 8500m dual,596
1752,radeon hd 8510g hd 8500m dual,629
1753,radeon hd 8550d,566
1754,radeon hd 8550g,417
1755,radeon hd 8550g 7600m dual,901
1756,radeon hd 8550g 8500m dual,602
1757,radeon hd 8550g 8570m dual,532
1758,radeon hd 8550g 8600 8700m dual,802
1759,radeon hd 8550g 8600m dual,617
1760,radeon hd 8550g 8670m dual,579
1761,radeon hd 8550g 8690m dual,664
1762,radeon hd 8550g 8750m dual,795
1763,radeon hd 8550g hd 7600m dual,547
1764,radeon hd 8550g hd 8500m dual,558
1765,radeon hd 8550g hd 8570m dual,529
1766,radeon hd 8550g hd 8600 8700m dual,654
1767,radeon hd 8550g hd 8600m dual,593
1768,radeon hd 8550g hd 8670m dual,546
1769,radeon hd 8550g hd 8750m dual,819
1770,radeon hd 8550g r5 m200 dual,619
1771,radeon hd 8550g r5 m230 dual,487
1772,radeon hd 8550g n hd 8550g hd 8600m n hd 8600m d,611
1773,radeon hd 8570,944
1774,radeon hd 8570 8670d dual,620
1775,radeon hd 8570 hd 7660d dual,949
1776,radeon hd 8570d,432
1777,radeon hd 8570d 6570 dual,1239
1778,radeon hd 8570d 6670 dual,1039
1779,radeon hd 8570d hd 6570 dual,868
1780,radeon hd 8570d hd 6670 dual,1260
1781,radeon hd 8570d hd 7000 dual,753
1782,radeon hd 8570d hd 7700 dual,1834
1783,radeon hd 8570d hd 8470 dual,338
1784,radeon hd 8570d hd 8570 dual,1032
1785,radeon hd 8570d hd8490 dual,374
1786,radeon hd 8570d r5 235 dual,470
1787,radeon hd 8570d r7 200 dual,999
1788,radeon hd 8570d r7 240 dual,963
1789,radeon hd 8570m,449
1790,radeon hd 8600 8700m,1029
1791,radeon hd 8610g,405
1792,radeon hd 8610g 8500m dual,610
1793,radeon hd 8610g 8600m dual,588
1794,radeon hd 8610g 8670m dual,599
1795,radeon hd 8610g hd 8500m dual,645
1796,radeon hd 8610g hd 8600m dual,480
1797,radeon hd 8610g hd 8670m dual,577
1798,radeon hd 8610g r5 m200 dual,676
1799,radeon hd 8650d,396
1800,radeon hd 8650g,515
1801,radeon hd 8650g 7600m dual,741
1802,radeon hd 8650g 7670m dual,883
1803,radeon hd 8650g 7700m dual,1126
1804,radeon hd 8650g 8500m dual,626
1805,radeon hd 8650g 8570m dual,654
1806,radeon hd 8650g 8600 8700m dual,831
1807,radeon hd 8650g 8600m dual,613
1808,radeon hd 8650g 8670m dual,635
1809,radeon hd 8650g 8750m dual,786
1810,radeon hd 8650g hd 7600m dual,819
1811,radeon hd 8650g hd 7670m dual,634
1812,radeon hd 8650g hd 8570m dual,716
1813,radeon hd 8650g hd 8600 8700m dual,763
1814,radeon hd 8650g hd 8600m dual,606
1815,radeon hd 8650g hd 8600m n hd 8600m dual,757
1816,radeon hd 8650g hd 8670m dual,585
1817,radeon hd 8650g hd 8750m dual,651
1818,radeon hd 8650g hd 8790m dual,799
1819,radeon hd 8650g r5 m200 dual,722
1820,radeon hd 8650g r5 m230 dual,686
1821,radeon hd 8650g n hd 8650g hd 8570m dual,773
1822,radeon hd 8650g n hd 8650g hd 8600 8700m dual,796
1823,radeon hd 8650g n hd 8650g hd 8600m n hd 8600m d,679
1824,radeon hd 8670d,536
1825,radeon hd 8670d 6670 dual,1361
1826,radeon hd 8670d 7000 dual,811
1827,radeon hd 8670d 7700 dual,1788
1828,radeon hd 8670d 8570 dual,974
1829,radeon hd 8670d hd 6670 dual,1221
1830,radeon hd 8670d hd 7000 dual,718
1831,radeon hd 8670d hd 7600 dual,1317
1832,radeon hd 8670d hd 7700 dual,1892
1833,radeon hd 8670d r5 235 dual,836
1834,radeon hd 8670d r5 330 dual,746
1835,radeon hd 8670d r7 200 dual,949
1836,radeon hd 8670d r7 240 dual,1020
1837,radeon hd 8670d n hd 8670d hd 8670d dual,488
1838,radeon hd 8670m,520
1839,radeon hd 8690a,511
1840,radeon hd 8690m,984
1841,radeon hd 8730m,809
1842,radeon hd 8750m,1037
1843,radeon hd 8790m,1305
1844,radeon hd 8790m r9 m290x,1210
1845,radeon hd 8850m,973
1846,radeon hd 8850m r9 m265x,1139
1847,radeon hd 8870m,1638
1848,radeon hd 8870m r9 m270x m370x,1799
1849,radeon hd 8950,2825
1850,radeon hd 8970m,3876
1851,radeon hd 8990,5214
1852,radeon hd hd7850m,1651
1853,radeon hd4650,239
1854,radeon hd4670,365
1855,radeon hd6370d,320
1856,radeon hd6410d,422
1857,radeon hd6530d,531
1858,radeon hd7450,199
1859,radeon hd8530m,490
1860,radeon hd8970m,3368
1861,radeon hdg 4670,170
1862,radeon igp 320,3
1863,radeon igp 320m,3
1864,radeon igp 340m,2
1865,radeon igp 345m,2
1866,radeon igp 34xm,1
1867,radeon igp 350m,6
1868,radeon infoshock 3000,106
1869,radeon instinct mi25 mxgpu,4403
1870,radeon m535dx,749
1871,radeon pro,2365
1872,radeon pro 450,2722
1873,radeon pro 455,3112
1874,radeon pro 460,3452
1875,radeon pro 465,4537
1876,radeon pro 5300,7125
1877,radeon pro 5300m,5921
1878,radeon pro 5500 xt,7881
1879,radeon pro 5500m,6729
1880,radeon pro 555,3140
1881,radeon pro 560,3475
1882,radeon pro 5600m,9278
1883,radeon pro 560x,3677
1884,radeon pro 570,6336
1885,radeon pro 5700,11582
1886,radeon pro 5700 xt,12546
1887,radeon pro 580,7753
1888,radeon pro 580x,7540
1889,radeon pro duo,8298
1890,radeon pro ryzen 5 pro 6650u,4066
1891,radeon pro ryzen 7 pro 6850u,5582
1892,radeon pro ssg,10971
1893,radeon pro v340 mxgpu,2853
1894,radeon pro v520 mxgpu,12257
1895,radeon pro v620 mxgpu,15632
1896,radeon pro vega 16,4809
1897,radeon pro vega 20,5039
1898,radeon pro vega 48,11284
1899,radeon pro vega 56,12353
1900,radeon pro vega 64,12890
1901,radeon pro vega 64x,13369
1902,radeon pro vega ii,15596
1903,radeon pro vega ii duo,14018
1904,radeon pro vii,13098
1905,radeon pro w5500,8977
1906,radeon pro w5500m,3469
1907,radeon pro w5500x,7350
1908,radeon pro w5700,14519
1909,radeon pro w6300,5559
1910,radeon pro w6400,8044
1911,radeon pro w6600,15370
1912,radeon pro w6600m,11287
1913,radeon pro w6600x,13113
1914,radeon pro w6800,20089
1915,radeon pro w7500,13350
1916,radeon pro w7600,16298
1917,radeon pro w7700,23215
1918,radeon pro w7800,27499
1919,radeon pro w7900,28616
1920,radeon pro wx 2100,1875
1921,radeon pro wx 3100,2624
1922,radeon pro wx 3200,2288
1923,radeon pro wx 4100,3687
1924,radeon pro wx 4130,1995
1925,radeon pro wx 4150,2574
1926,radeon pro wx 4170,2869
1927,radeon pro wx 5100,5493
1928,radeon pro wx 7100,7767
1929,radeon pro wx 7130,6779
1930,radeon pro wx 8200,12805
1931,radeon pro wx 9100,12213
1932,radeon pro wx vega m gl,4814
1933,radeon r1e,301
1934,radeon r2,250
1935,radeon r2e,208
1936,radeon r3,312
1937,radeon r3e,224
1938,radeon r4,342
1939,radeon r4e,487
1940,radeon r5 220,147
1941,radeon r5 230,221
1942,radeon r5 235,336
1943,radeon r5 235 hd 7560d dual,743
1944,radeon r5 235 hd 8570d dual,737
1945,radeon r5 235x,277
1946,radeon r5 240,552
1947,radeon r5 310,331
1948,radeon r5 330,522
1949,radeon r5 340,935
1950,radeon r5 420,574
1951,radeon r5 430,893
1952,radeon r5 435,761
1953,radeon r5 a10 9600p 4c 6g,619
1954,radeon r5 a10 9600p radeon r5 10 compute cores 4c,705
1955,radeon r5 a10 9620p 4c 6g,731
1956,radeon r5 a10 9620p radeon r5 10 compute cores 4c,656
1957,radeon r5 a10 9630p 4c 6g,977
1958,radeon r5 a10 9630p radeon r5 10 compute cores 4c,734
1959,radeon r5 a240,576
1960,radeon r5 a6 7480,704
1961,radeon r5 a6 8500p,586
1962,radeon r5 a6 9400 radeon r5 6 compute cores 2c 4g,605
1963,radeon r5 a6 9500 2c 6g,853
1964,radeon r5 a6 9500 radeon r5 8 compute cores 2c 6g,924
1965,radeon r5 a6 9500e 2c 4g,1014
1966,radeon r5 a6 9500e radeon r5 6 compute cores 2c 4,692
1967,radeon r5 m230,421
1968,radeon r5 m240,474
1969,radeon r5 m255,544
1970,radeon r5 m315,478
1971,radeon r5 m320,467
1972,radeon r5 m330,595
1973,radeon r5 m335,548
1974,radeon r5 m420,503
1975,radeon r5 m430,648
1976,radeon r5 m435,854
1977,radeon r5 opteron x3216,415
1978,radeon r5 pro a10 8730b 4c 6g,695
1979,radeon r5 pro a10 8730b r5 10 compute cores 4c 6g,602
1980,radeon r5 pro a6 8500b 2c 4g,508
1981,radeon r5 pro a6 8500b r5 6 compute cores 2c 4g,478
1982,radeon r5 pro a6 8530b 2c 4g,689
1983,radeon r5 pro a6 8530b r5 6 compute cores 2c 4g,463
1984,radeon r5 pro a6 8570 2c 6g,847
1985,radeon r5 pro a6 8570 r5 8 compute cores 2c 6g,978
1986,radeon r5 pro a6 8570e 2c 4g,637
1987,radeon r5 pro a6 8570e r5 6 compute cores 2c 4g,662
1988,radeon r5 pro a6 9500 2c 6g,1096
1989,radeon r5 pro a6 9500 r5 8 compute cores 2c 6g,793
1990,radeon r5 pro a6 9500b 2c 4g,693
1991,radeon r5 pro a6 9500b r5 6 compute cores 2c 4g,408
1992,radeon r5 pro a6 9500e 2c 4g,770
1993,radeon r5 pro a8 9600b 4c 6g,658
1994,radeon r5 pro a8 9600b r5 10 compute cores 4c 6g,578
1995,radeon r5e,315
1996,radeon r6,611
1997,radeon r6 r7 m265dx dual,570
1998,radeon r6 a10 8700p,541
1999,radeon r6 a10 9600p 4c 6g,970
2000,radeon r6 a8 8600p,474
2001,radeon r6 m255dx,605
2002,radeon r6 opteron x3418,955
2003,radeon r6 pro a10 8700b 4c 6g,538
